valid,urgent,aircraft,report,icing,turbulence,atrcc,product_id,fl,lat,lon
2020-09-23 15:17:00+00:00,F,B739,KLAX UA /OV KLAX/TM 1517/FL700/TP B739/RM TOPS 1000 BASES 700,,,ZLA,,70000,33.93816,-118.38653
2020-11-08 13:47:00+00:00,F,B789,LAX UA /OV LAX/TM 1347/FL6500/TP B789/SK TOPS 6500/RM TOPS 6500,,,ZLA,,65000,33.93816,-118.38653
2020-12-15 20:18:00+00:00,F,SF50,LAX UA /OV LADYJ/TM 2018/FL8000/TP SF50/TB MOD,,MOD,ZLA,,80000,33.93816,-118.38653
2021-01-08 01:10:00+00:00,F,A306,VNY UA /OV VNY/TM 0110/FL5000/TP A306/TB MOD,,MOD,ZLA,,50000,34.20972,-118.48917
2021-01-14 19:25:00+00:00,F,H25B,BUR UA /OV 10 MILES WEST OF VNY/TM 1925/FL5000/TP H25B/SK CLR/WX 10 MILES/TB MODERATE,,MODERATE,ZLA,,50000,34.20067,-118.35867
2021-01-19 16:30:00+00:00,F,B737,BUR UA /OV VNY 20 MILE RADIUS/TM 1630/FL8000/TP B737/TB MODERATE/RM MODERATE TURBULENCE 20 MILES IN THE VICINITY OF VNY AND BUR FROM 3000FT TO 9000 FT,,MODERATE,ZLA,,80000,34.20972,-118.48917
2021-01-20 18:20:00+00:00,F,GLF4,VNY UA /OV 20SM NORTH VNY/TM 1820/FL8000/TP GLF4/TB MOD,,MOD,ZLA,,80000,34.20972,-118.48917
2021-01-23 23:30:00+00:00,F,C172,VNY UA /OV VNY 7NW /TM 2330/FL5000/TP C172/SK BKN033/TA M01/IC LGT RIME,LGT RIME,,ZLA,,50000,34.20972,-118.48917
2021-01-29 04:00:00+00:00,F,CRJ2,LAX UA /OV LAX260006/TM 0400/FL5000/TP CRJ2/TB MOD/RM BASE 1000FT,,MOD,ZLA,,50000,33.920793775681666,-118.50524254654144
2021-02-14 01:00:00+00:00,F,CL35,VNY UA /OV VNY 14N/TM 0100/FL7000/TP CL35/SK BKN060/WX 10/WV 36016G21/TB MOD SEV,,MOD SEV,ZLA,,70000,34.20972,-118.48917
2021-02-14 08:13:00+00:00,F,SR22,EMT UA /OV EMT 2W/TM 0813/FL8000/TP SR22/SK SKC/WX 10/WV 23008G15/TB MOD SEV,,MOD SEV,ZLA,,80000,34.086,-118.035
2021-02-15 16:33:00+00:00,F,B737,VNY UA /OV VNY/TM 1633/FL8000/TP B737/TB MODERATE TURBULENCE/RM MOD TURB 8000-12000 2 SE VNY,,MODERATE TURBULENCE,ZLA,,80000,34.20972,-118.48917
2021-02-16 01:15:00+00:00,F,C550,SNA UA /OV 10 NE AVX/TM 0115/FL7000/TP C550/RM MODERAT TURBULENCE 7000-105000,,,ZLA,,70000,33.52286067614885,-118.27464564286142
2021-02-16 21:55:00+00:00,F,G4,VNY UA /OV VNY 340/16/TM 2155/FL6000/TP G4/SK CLR/WX 10/TB MODERATE TO SEVERE TURBULENCE,,MODERATE TO SEVERE TURBULENCE,ZLA,,60000,34.20972,-118.48917
2021-02-17 02:32:00+00:00,F,E145,KLAX UA /OV KSMO/TM 0232/FL8000/TP E145/TB MOD TURB,,MOD TURB,ZLA,,80000,34.021,-118.44708
2021-02-21 17:20:00+00:00,F,CL60,VNY UA /OV VNY 7 NW/TM 1720/FL7000/TP CL60/SK CLR/WX 10SM/TB MODERATE,,MODERATE,ZLA,,70000,34.20972,-118.48917
2021-02-25 18:25:00+00:00,F,SF50,VNY UA /OV 10 MILES WEST VNY VOR/TM 1825/FL7000/TP SF50/TB MODERATE,,MODERATE,ZLA,,70000,34.20972,-118.48917
2021-03-10 19:15:00+00:00,F,SR22,BUR UA /OV BUR 10 NORTH/TM 1915/FL9000/TP SR22/TA -9/IC LIGHT RIME,LIGHT RIME,,ZLA,,90000,34.20067,-118.35867
2021-03-10 19:24:00+00:00,F,E35L,BUR UA /OV BUR/TM 1924/FL5000/TP E35L/TA -9/IC LIGHT MIXED,LIGHT MIXED,,ZLA,,50000,34.20067,-118.35867
2021-03-10 19:30:00+00:00,F,EA50,VNY UA /OV VNY 20 WEST/TM 1930/FL7000/TP EA50/TA -6/TB MODERATE/IC LIGHT RIME,LIGHT RIME,MODERATE,ZLA,,70000,34.20972,-118.48917
2021-03-11 18:20:00+00:00,F,M20P,BUR UA /OV BUR/TM 1820/FL5000/TP M20P/TA -3/IC LIGHT RIME,LIGHT RIME,,ZLA,,50000,34.20067,-118.35867
2021-03-12 00:24:00+00:00,F,C206,ONT UA /OV EMT/TM 0024/FL6000/TP C206/TA -5/IC CLEAR,CLEAR,,ZLA,,60000,34.086,-118.035
2021-03-13 23:15:00+00:00,F,C172,BUR UA /OV BUR100010/TM 2315/FL6000/TP C172/TB SEVERE,,SEVERE,ZLA,,60000,34.171726292802774,-118.16020176118938
2021-03-13 23:30:00+00:00,F,GLAS,BUR UA /OV BUR360005/TM 2330/FL6000/TP GLAS/TB SEVERE/RM DURD TO 5000,,SEVERE,ZLA,,60000,34.284010083340085,-118.35867
2021-03-21 15:00:00+00:00,F,B737,VNY UA /OV VNY 10 NW/TM 1500/FL5000/TP B737/TB MODERATE,,MODERATE,ZLA,,50000,34.20972,-118.48917
2021-03-21 17:35:00+00:00,F,GLF4,BUR UA /OV BUR 15 NORTH/TM 1735/FL8000/TP GLF4/TB MODERATE,,MODERATE,ZLA,,80000,34.20067,-118.35867
2021-03-24 14:15:00+00:00,F,C182,BUR UA /OV 12 NE SMO/TM 1415/FL4500/TP C182/TB SEV TURB/RM GAINS AND LOSSES OF 20 KTS,,SEV TURB,ZLA,,45000,34.16243281137862,-118.2764390070324
2021-03-26 04:10:00+00:00,F,BE40,VNY UA /OV UMBER/TM 0410/FL7000/TP BE40/TA 01/IC LGT CLR,LGT CLR,,ZLA,,70000,34.20972,-118.48917
2021-03-31 17:41:00+00:00,F,GLF4,BUR UA /OV 7 NW VNY/TM 1741/FL7000/TP GLF4,,,ZLA,,70000,34.27664267121036,-118.604740966283
2021-04-18 15:15:00+00:00,F,PC12,BUR UA /OV BUR/TM 1515/FL7000/TP PC12/TB SEVERE,,SEVERE,ZLA,,70000,34.20067,-118.35867
2021-05-17 13:13:00+00:00,F,A321,LAX UA /OV 20 EAST LAX/TM 1313/FL5500/TP A321/SK SCT016 BKN027 OVC038/WX 10/TA 15/WV 240/08/RM TOPS 5500,,,ZLA,,55000,33.93816,-117.98471707025692
2021-06-19 13:15:00+00:00,F,E75L,LAX UA /OV LAX/TM 1315/FL900/TP E75L/SK OVC009,,,ZLA,,90000,33.93816,-118.38653
2021-06-20 15:24:00+00:00,F,B738,KLAX UA /OV KLAX/TM 1524/FL800/TP B738/SK OVC,,,ZLA,,80000,33.93816,-118.38653
2021-07-03 13:53:00+00:00,F,B737,KLAX UA /OV RY24R ARRIVAL 1 MILE FINAL/TM 1353/FL500/TP B737/SK OVC/WX TOPS 11 BASES 500,,,ZLA,,50000,33.93816,-118.38653
2021-08-21 17:05:00+00:00,F,B737,LAX UA /OV 15 MILES EAST LAX/TM 1705/FL4600/TP B737/SK BKN009 OVC012/WX 4SM BR/TA 19/WV 27005/RM TOPS 4600',,,ZLA,,46000,33.93816,-118.38653
2021-08-21 17:05:00+00:00,F,B737,LAX UA /OV 15 MILES EAST LAX/TM 1705/FL4600/TP B737/SK BKN009 OVC012/WX 4SM BR/TA 19/WV 27005/RM TOPS 4600,,,ZLA,,46000,33.93816,-118.38653
2021-11-09 19:45:00+00:00,F,H60,BUR UA /OV BUR/TM 1945/FL5000/TP H60/SK TOPS 048 2 WEST BUR/TB SMOOTHE,,SMOOTHE,ZLA,,50000,34.20067,-118.35867
2021-11-11 16:37:00+00:00,F,C208,SNA UA /OV 3SE OF SLI/TM 1637/FL6000/TP C208/TB MOD,,MOD,ZLA,,60000,33.754641797155344,-118.00945519449002
2021-11-12 17:28:00+00:00,F,BE76,SLI UA /OV SLI/TM 1728/FL6000/TP BE76/SK CLR/TB MOD,,MOD,ZLA,,60000,33.79,-118.052
2021-11-16 16:00:00+00:00,F,C208,VNY UA /OV VNY/TM 1600/FL8000/TP C208/SK CLR/TB NEG,,NEG,ZLA,,80000,34.20972,-118.48917
2021-11-16 16:08:00+00:00,F,B350,BUR UA /OV BUR/TM 1608/FL5000/TP B350/SK TOPS 1200,,,ZLA,,50000,34.20067,-118.35867
2021-11-16 16:52:00+00:00,F,C172,BUR UA /OV VNY/TM 1652/FL4500/TP C172/SK CLR/WX 10 MILES/TB SMOOTH,,SMOOTH,ZLA,,45000,34.20972,-118.48917
2021-11-16 17:02:00+00:00,F,B350,BUR UA /OV 5 WEST VNY/TM 1702/FL6000/TP B350/SK CLEAR/WX 10 MILES/TB SMOOTH,,SMOOTH,ZLA,,60000,34.20972,-118.5899457848835
2021-11-16 19:09:00+00:00,F,B737,BUR UA /OV 5 SW BUR/TM 1909/FL6000/TP B737/SK CLR/WX 10 MILES/TB SMOOTH,,SMOOTH,ZLA,,60000,34.14173966192558,-118.429921590518
2021-11-17 16:04:00+00:00,F,E145,BUR UA /OV 3 SW VNY/TM 1604/FL5000/TP E145/SK CLR/WX 10 SM/TB SMOOTH/RM TOPS 1200,,SMOOTH,ZLA,,50000,34.17436179715534,-118.53192554452232
2021-11-17 18:07:00+00:00,F,B350,BUR UA /OV 7 WEST VNY/TM 1807/FL8000/TP B350/SK CLEAR/WX 10 MILES/TB SMOOTH,,SMOOTH,ZLA,,80000,34.20972,-118.6302560988369
2022-02-02 21:44:00+00:00,F,GLF4,EMT UA /OV 10W POM/TM 2144/FL8000/TP GLF4/TB MOD TURB,,MOD TURB,ZLA,,80000,34.08,-117.99124233314387
2022-02-06 02:35:00+00:00,F,SLG2,VNY UA /OV VNY 10 NW/TM 0235/FL7000/TP SLG2/TB LGT TURB,,LGT TURB,ZLA,,70000,34.20972,-118.48917
2022-02-21 21:20:00+00:00,F,BE20,VNY UA /OV VNY NE 15/TM 2120/FL8000/TP BE20/TB SEV/RM DESCENDING TO 070,,SEV,ZLA,,80000,34.20972,-118.48917
2022-03-04 20:25:00+00:00,F,SR22,VNY UA /OV 10 WEST OF VNY/TM 2025/FL9000/TP SR22/SK SCT055/WX 10 /TA 2/TB MODERATE/IC LIGHT RIME,LIGHT RIME,MODERATE,ZLA,,90000,34.20972,-118.69072156976698
2022-03-10 23:05:00+00:00,F,C210,LAX UA /OV VTU090010/TM 2305/FL8500/TP C210/TB MODERATE/RM WIND SHEAR +/- 10 KNOTS,,MODERATE,ZLA,,85000,34.12,-118.84866252301272
2022-03-14 03:00:00+00:00,F,GLF4,VNY UA /OV VNY/TM 0300/FL6000/TP GLF4/TB MOD,,MOD,ZLA,,60000,34.20972,-118.48917
2022-03-29 03:00:00+00:00,F,S22T,LAX UA /OV LAX090010/TM 0300/FL9000/TP S22T/TA M04/IC MOD RIME,MOD RIME,,ZLA,,90000,33.93816,-118.18562353512846
2022-05-08 15:09:00+00:00,F,B737,LGB UA /OV 5 NM S LGB/TM 1509/FL4700/TP B737/SK OVC-TOP047,,,ZLA,,47000,33.81179,-118.14716
2022-06-14 17:56:00+00:00,F,CL35,PKB UA /OV BURGS/TM 1756/FL430/TP CL35/TB CONS LGT CHOP,,CONS LGT CHOP,ZLA,,43000,34.20067,-118.35867
2022-12-04 17:11:00+00:00,F,E135,BUR UA /OV BUR/TM 1711/FL9700/TP E135/SK OVC 970,,,ZLA,,97000,34.20067,-118.35867
2022-12-11 21:45:00+00:00,F,E55P,EMT UA /OV 3 WEST EMT/TM 2145/FL8000/TP E55P/TB MODERATE,,MODERATE,ZLA,,80000,34.086,-118.09537697782046
2022-12-30 21:25:00+00:00,F,C208,LAX UA /OV LAX/TM 2125/FL4700/TP C208/SK TOPS 4700,,,ZLA,,47000,33.93816,-118.38653
2022-12-31 16:05:00+00:00,F,B737,BUR UA /OV BUR/TM 1605/FL6000/TP B737/SK TOPS 5800,,,ZLA,,60000,34.20067,-118.35867
2023-01-03 01:15:00+00:00,F,PC12,BUR UA /OV 5 SE BUR/TM 0115/FL7000/TP PC12/TA -4/IC LIGHT RIME,LIGHT RIME,,ZLA,,70000,34.14173966192558,-118.28741840948202
2023-01-04 01:28:00+00:00,F,E135,BUR UA /OV 3 S BUR/TM 0128/FL4500/TP E135/RM TOPS REPORTED AT 4500,,,ZLA,,45000,34.150665949995954,-118.35867
2023-01-30 23:55:00+00:00,F,PC12,LAX UA /OV 7 MILES WEST OF SMO/TM 2355/FL7000/TP PC12/TA 0/IC LIGHT RIME,LIGHT RIME,,ZLA,,70000,33.93816,-118.38653
2023-02-05 18:48:00+00:00,F,PC12,BUR UA /OV 8 SOUTH OF L70/TM 1848/FL8000/TP PC12/TB SEVERE,,SEVERE,ZLA,,80000,34.36665586665587,-118.31
2023-02-22 21:50:00+00:00,F,B350,VNY UA /OV VNY 340 07/TM 2150/FL7000/TP B350/TA -4/IC LIGHT MIXED,LIGHT MIXED,,ZLA,,70000,34.20972,-118.48917
2023-02-22 22:03:00+00:00,F,CL60,BUR UA /OV 10 N BUR/TM 2203/FL8000/TP CL60/IC LIGHT RIME,LIGHT RIME,,ZLA,,80000,34.36735016668017,-118.35867
2023-03-01 04:20:00+00:00,F,BCS3,SNA UA /OV SLI06015/TM 0420/FL5000/TP BCS3/TA M05/IC LIGHT RIME/RM 5000-6000,LIGHT RIME,,ZLA,,50000,33.79,-118.052
2023-03-01 17:00:00+00:00,F,PC12,SLI UA /OV SLI070@1/TM 1700/FL6000/TP PC12/TB MODERATE,,MODERATE,ZLA,,60000,33.79,-118.052
2023-03-11 01:52:00+00:00,F,ATR43,EMT UA /OV EMT/TM 0152/FL5000/TP ATR43/TB MOD,,MOD,ZLA,,50000,34.086,-118.035
2023-03-19 19:25:00+00:00,F,M600,SMO UA /OV SMO270008/TM 1925/FL5500/TP M600/SK OVC055,,,ZLA,,55000,34.021,-118.6079618710344
2023-03-20 13:23:00+00:00,F,B737,LAX UA /OV 5 W LAX/TM 1323/FL700/TP B737/WX BASES 100 TOPS 40000,,,ZLA,,70000,33.93816,-118.48698323243576
2023-05-26 14:30:00+00:00,F,C172,TOA UA /OV TOA/TM 1430/FL5000/TP C172/SK BASES 030 TOPS 050,,,ZLA,,50000,33.80339,-118.33961
2023-09-02 20:52:00+00:00,F,GLF6,BUR UA /OV VNY 3NW/TM 2052/FL6500/TP GLF6/RM TOPS 6300,,,ZLA,,65000,34.20972,-118.48917
2023-09-20 13:30:00+00:00,F,BE99,VNY UA /OV 3 SW BUR/TM 1330/FL5500/TP BE99/SK OVC/RM TOPS 5200,,,ZLA,,55000,34.16531179715535,-118.4014209543108
2023-09-20 14:10:00+00:00,F,SW4,VNY UA /OV 5 SW BUR/TM 1410/FL5300/TP SW4/SK OVC/RM TOPS 5300,,,ZLA,,53000,34.14173966192558,-118.429921590518
2023-09-20 15:13:00+00:00,F,GLF4,VNY UA /OV 3 SE VNY/TM 1513/FL5300/TP GLF4/SK BKN/RM TOPS 5300,,,ZLA,,53000,34.17436179715534,-118.4464144554777
2023-09-21 17:08:00+00:00,F,P46T,LAX UA /OV TOA/TM 1708/FL4600/TP P46T/WX B;4600 T:5100,,,ZLA,,46000,33.80339,-118.33961
2023-09-28 11:15:00+00:00,F,GLF5,BUR UA /OV 5 SW BUR/TM 1115/FL5000/TP GLF5/SK OVC/RM BASES 500 TOPS 2500,,,ZLA,,50000,34.14173966192558,-118.429921590518
2023-10-17 15:05:00+00:00,F,BE33,LAX UA /OV SMO/TM 1505/FL800/TP BE33/SK TOPS 800,,,ZLA,,80000,34.021,-118.44708
2023-10-30 18:40:00+00:00,F,PC12,BUR UA /OV BUR 360/10/TM 1840/FL9000/TP PC12/TB MOD,,MOD,ZLA,,90000,34.20067,-118.35867
2023-10-30 20:31:00+00:00,F,C208,VNY UA /OV 9NM NW VNY/TM 2031/FL8000/TP C208/TB MOD TURB,,MOD TURB,ZLA,,80000,34.20972,-118.48917
2023-11-18 22:36:00+00:00,F,B737,BUR UA /OV BUR/TM 2236/FL7500/TP B737/SK TOPS 7500,,,ZLA,,75000,34.20067,-118.35867
2023-11-20 13:55:00+00:00,F,B737,LAX UA /OV 10 MILES SOUTH OF LAX/TM 1355/FL4500/TP B737/TB MOD TURBULENCE,,MOD TURBULENCE,ZLA,,45000,33.93816,-118.38653
2023-11-29 21:10:00+00:00,F,C172,SLI UA /OV SLI/TM 2110/FL6000/TP C172/SK SCT040 BKN050 BKN100/WX 10SM/TB MODERATE,,MODERATE,ZLA,,60000,33.79,-118.052
2024-01-07 16:57:00+00:00,F,GA5C,BUR UA /OV VNY/TM 1657/FL6000/TP GA5C/TB MOD/RM MOD TURB CLIMB SFC- 6000 ON DEPARTURE,,MOD,ZLA,,60000,34.20972,-118.48917
2024-01-14 18:40:00+00:00,F,C180,VNY UA /OV VNY24005/TM 1840/FL7500/TP C180/TB LGT,,LGT,ZLA,,75000,34.20972,-118.48917
2024-01-22 19:39:00+00:00,F,A320,LAX UA /OV SXC040010/TM 1939/FL7000/TP A320/TB LGT TURB/RM LGT TURB DURD INTO LAX,,LGT TURB,ZLA,,70000,33.50768441546349,-118.29169482871444
2024-01-23 23:45:00+00:00,F,C182,LAX UA /OV 6 SOUTH BUR/TM 2345/FL9000/TP C182/TB UP AND DOWN DRAFTS,,UP AND DOWN DRAFTS,ZLA,,90000,34.100661899991906,-118.35867
2024-02-02 23:16:00+00:00,F,GLEX,VNY UA /OV VNY34010/TM 2316/FL5300/TP GLEX/WX BASES 5300,,,ZLA,,53000,34.20972,-118.48917
2024-02-06 03:53:00+00:00,F,BE99,BUR UA /OV 3 W BUR/TM 0353/FL8000/TP BE99/SK HEAVY PRECIPITATION/TB MODERATE,,MODERATE,ZLA,,80000,34.20067,-118.41912897939072
2024-02-07 01:18:00+00:00,F,C208,VNY UA /OV 8 WEST VNY/TM 0118/FL7000/TP C208/TA -5/IC MOD RIME,MOD RIME,,ZLA,,70000,34.20972,-118.6504112558136
2024-02-09 01:42:00+00:00,F,P28A,VNY UA /OV VNY29005/TM 0142/FL5000/TP P28A/IC -RIME ICE,-RIME ICE,,ZLA,,50000,34.20972,-118.48917
2024-02-19 14:05:00+00:00,F,B738,LAX UA /OV 2 MILES W OF LAX/TM 1405/FL7000/TP B738/SK BASES 900 TOPS 6700,,,ZLA,,70000,33.93816,-118.38653
2024-03-02 17:00:00+00:00,F,B737,LAX UA /OV KLAX/TM 1700/FL9500/TP B737/WX B2200 T9500,,,ZLA,,95000,33.93816,-118.38653
2024-03-24 20:29:00+00:00,F,SR22,VNY UA /OV VNY26010/TM 2029/FL7000/TP SR22/IC LIGHT RIME,LIGHT RIME,,ZLA,,70000,34.20972,-118.48917
2024-04-05 18:30:00+00:00,F,TBM,BUR UA /OV UMBER INT/TM 1830/FL8000/TP TBM/IC LIGHT RIME,LIGHT RIME,,ZLA,,80000,34.20067,-118.35867
2024-04-14 02:35:00+00:00,F,E75L,LAX UA /OV LAX26010/TM 0235/FL6000/TP E75L/TB MOD TURB,,MOD TURB,ZLA,,60000,33.93816,-118.38653
2024-05-06 01:37:00+00:00,F,C172,LAX UA /OV LAX320004/TM 0137/FL5500/TP C172/RM UPDRAFT 200FT,,,ZLA,,55000,33.9892337661854,-118.43818607453014
2024-07-30 13:45:00+00:00,F,B737,LAX UA /OV LAX/TM 1345/FL600/TP B737/RM BASES 600 TOPS 1000,,,ZLA,,60000,33.93816,-118.38653
2024-08-24 20:07:00+00:00,F,DA40,BUR UA /OV VNY245006/TM 2007/FL5000/TP DA40/TB LGT TO MOD,,LGT TO MOD,ZLA,202408242000-KMSC-UBUS01-PIREP,50000,34.16745475061458,-118.59877065430156
2024-10-18 20:13:00+00:00,F,BE36,BUR UA /OV VNY08916/TM 2013/FL5500/TP BE36/TB MOD TURB/RM CONTINUOUS,,MOD TURB,ZLA,202410182000-KMSC-UBUS01-PIREP,55000,34.20972,-118.48917
2024-10-18 20:39:00+00:00,F,C210,VNY UA /OV VNY06012/TM 2039/FL5500/TP C210/TB SEVERE TURB/RM CONTINUOUS,,SEVERE TURB,ZLA,202410182000-KMSC-UBUS01-PIREP,55000,34.20972,-118.48917
2025-02-05 14:15:00+00:00,F,B737,KLAX UA /OV 10 NM EAST OF LAX/TM 1415/FL6000/TP B737/SK TOPS 6000 SKY CLEAR ABOVE,,,ZLA,202502051400-KMSC-UBUS01-PIREP,60000,33.93816,-118.38653
2025-02-07 14:16:00+00:00,F,B737,LAX UA /OV LAX 10NM WEST/TM 1416/FL8500/TP B737/SK BASES 300 MSL  SEVERAL OVC LAYERS  TOPS 8500 MSL,,,ZLA,202502071400-KMSC-UBUS01-PIREP,85000,33.93816,-118.38653
